"customer_state","customer_city","total_orders","total_revenue"
"MG","conquista","6","602.4200000000001"
"SP","cristais paulista","4","600.64"
"RS","nova petropolis","8","600.0600000000001"
"MG","francisco sa","3","599.75"
"SC","sao jose do cedro","5","598.77"
"RS","irai","2","598.26"
"PR","bituruna","5","598.23"
"SP","rifaina","2","597.77"
"PR","campina da lagoa","2","593.8199999999999"
"RS","campo novo","2","593.01"
"SP","itobi","7","591.42"
"RJ","engenheiro paulo de frontin","6","590.89"
"MG","caputira","2","590.6600000000001"
"MG","capitolio","5","590.12"
"SP","general salgado","6","587.28"
"BA","iguai","2","587.1400000000001"
"MG","sao tiago","5","586.45"
"RS","sananduva","6","585.57"
"RS","entre-ijuis","3","585.04"
"MG","padre carvalho","1","582.94"
"MG","rio piracicaba","4","580.14"
"BA","mutuipe","4","580.09"
"SP","presidente bernardes","5","579.56"
"SC","santa cecilia","4","579.5"
"MG","carmo da mata","6","578.61"
"MG","pote","3","577.53"
"SP","tupi paulista","6","577.1899999999998"
"PR","florestopolis","3","575.77"
"SP","analandia","4","575.7"
"BA","itarantim","3","574.72"
"DF","taguatinga","4","574.44"
"ES","muqui","4","574.3800000000001"
"BA","cachoeira","4","573.71"
"MG","santo antonio do jacinto","7","573.4800000000001"
"MG","campos gerais","4","571.1700000000001"
"RJ","sao sebastiao do paraiba","1","571.16"
"MG","santa maria de itabira","4","570.49"
"PR","areia branca dos assis","3","569.43"
"SP","areias","3","568.63"
"SC","corupa","4","568.4300000000001"
"GO","alexania","5","568.25"
"MG","congonhal","4","568.1899999999999"
"MG","lajinha","3","567.6899999999999"
"MG","inhapim","7","565.3500000000001"
"PR","kalore","2","563.96"
"BA","milagres","2","563.4399999999999"
"PR","lobato","3","562.77"
"PR","barbosa ferraz","3","562.5699999999999"
"GO","edeia","4","560.9100000000001"
"BA","ibicarai","5","559.5999999999999"
"MG","cachoeira de minas","6","557.91"
"MG","presidente olegario","6","557.4100000000001"
"PR","altonia","3","557.18"
"SP","severinia","5","556.45"
"PR","astorga","7","556.28"
"BA","paramirim","5","555.47"
"PR","araruna","4","555.07"
"PR","paula freitas","1","553.46"
"MG","pedrinopolis","3","553.3"
"MG","matipo","4","552.35"
"BA","sao sebastiao do passe","5","550.53"
"RS","jaquirana","1","547.98"
"MG","sao geraldo","4","547.8100000000001"
"PR","xambre","2","547.74"
"PR","sao pedro do ivai","3","546.72"
"MG","guarara","2","546.5699999999999"
"RJ","sao jose de uba","3","544.52"
"MG","pedra azul","5","543.8000000000001"
"BA","curaca","3","542.24"
"BA","una","4","541.51"
"SP","cedral","6","540.35"
"PR","rio azul","5","538.54"
"MG","sao joao do manteninha","3","537.2199999999999"
"MG","irai de minas","2","536.9399999999999"
"SC","praia grande","4","536.92"
"PR","rio bonito do iguacu","4","536.22"
"GO","rianapolis","4","534.47"
"ES","apiaca","6","534.42"
"MG","ipiacu","3","534.0899999999999"
"BA","itabela","4","529.97"
"MG","gameleiras","3","529.94"
"MG","chapada gaucha","4","528.01"
"SC","rio fortuna","3","527.47"
"PR","rio branco do sul","6","526.72"
"ES","dores do rio preto","4","526.3299999999999"
"BA","ipupiara","1","525.85"
"PR","ceu azul","7","525.2900000000001"
"MG","sao romao","5","524.06"
"PR","cruz machado","3","523.23"
"BA","fatima","2","522.28"
"MG","alto caparao","2","522.0799999999999"
"PR","japura","5","521.53"
"SC","vargeao","1","520.65"
"BA","pintadas","2","520.5"
"ES","itaipava","4","520.02"
"BA","jiquirica","1","519.93"
"SP","torrinha","6","519.4200000000001"
"PR","cambira","2","519.35"
"MG","cabo verde","3","519.17"
"RS","palmares do sul","5","518.4"
"MG","santa maria do suacui","2","517.75"
"MG","cristalia","3","517.3100000000001"
"MG","maravilhas","4","516.36"
"SP","ribeirao branco","2","515.49"
"PR","diamante do norte","5","515.27"
"RS","montauri","2","514.42"
"SP","itapirapua paulista","2","514.0699999999999"
"GO","nova aurora","1","512.62"
"GO","bonfinopolis","2","512.6"
"BA","piritiba","5","512.19"
"PR","capitao leonidas marques","5","512.0899999999999"
"SP","guaraci","2","511.57"
"BA","iraquara","5","510.63000000000005"
"RJ","travessao","4","510.42999999999995"
"GO","sanclerlandia","4","510.34000000000003"
"MG","itueta","2","508.94000000000005"
"SP","dobrada","2","508.9"
"BA","gandu","4","507.45000000000005"
"MG","minas novas","4","507.14"
"RS","sao jose do ouro","5","507.09000000000003"
"BA","nazare","3","504.82000000000005"
"MG","palma","4","504.04999999999995"
"MG","cachoeira de pajeu","3","504.03"
"ES","mantenopolis","4","503.02"
"MG","limeira do oeste","2","502.43000000000006"
"SP","quadra","3","501.88"
"SC","dionisio cerqueira","3","500.53999999999996"
"BA","iacu","4","499.85"
"MG","campos altos","5","498.61"
"PR","general carneiro","5","498.52"
"SP","ibirarema","5","498.18999999999994"
"MG","iapu","4","497.92999999999995"
"ES","itaoca","2","497.2"
"SC","salto veloso","4","497.07"
"MG","sao joao da ponte","1","496.76"
"PR","nova santa rosa","4","496.62"
"SP","pauliceia","2","496.12"
"SP","magda","2","496.07"
"GO","itapirapua","2","495.34000000000003"
"RS","santo antonio das missoes","4","495.31999999999994"
"BA","arembepe","2","494.05999999999995"
"PR","reboucas","6","493.38"
"BA","baianopolis","2","493.28"
"ES","arace","4","491.18000000000006"
"SP","roseira","5","490.14"
"SC","sao martinho","2","489.99"
"GO","pontalina","2","488.72"
"PR","vera cruz do oeste","3","488.34000000000003"
"BA","remanso","5","487.98999999999995"
"MG","bom repouso","4","487.95"
"SP","tabatinga","5","487.11"
"SP","pedrinhas paulista","4","485.48"
"MG","dom silverio","4","484.12"
"SC","ponte serrada","3","483.78"
"SC","balneario barra do sul","4","482.62"
"SP","brauna","5","482.35"
"MG","rodeiro","3","482.21"
"SP","elias fausto","5","481.48"
"BA","rio real","3","480.6"
"MG","tumiritinga","1","480.31"
"RJ","glicerio","2","480.25"
"SP","joao ramalho","3","479.57"
"SC","massaranduba","3","479.34"
"BA","itambe","3","478.76"
"PR","santa isabel do ivai","3","478.6"
"BA","jucurucu","2","478.31"
"BA","ituacu","3","478.07000000000005"
"MG","mendes pimentel","5","477.72999999999996"
"MG","munhoz","4","477.12"
"MG","santo antonio do amparo","4","477.03"
"ES","pedro canario","5","476.54999999999995"
"SP","santa cruz da conceicao","4","476.27"
"MG","jacui","4","475.87"
"SP","panorama","5","474.63999999999993"
"SP","silveiras","3","474.25"
"MG","martinho campos","2","473.7"
"BA","uaua","3","473.04"
"SP","clementina","4","472.98"
"BA","candido sales","3","472.52000000000004"
"GO","joviania","5","472.11"
"RS","nova bassano","4","471.77000000000004"
"SC","nova veneza","3","470.90000000000003"
"MG","juruaia","6","470.59"
"SP","riolandia","3","470.31000000000006"
"RS","tupancireta","4","469.51"
"MG","luminarias","3","468.68"
"MG","piedade do rio grande","3","466.90000000000003"
"BA","caravelas","3","466.78000000000003"
"RS","nova palma","2","466.62"
"MG","bandeira do sul","2","466.28999999999996"
"PR","centenario do sul","4","465.35"
"RS","boa vista do cadeado","1","464.98"
"BA","rodelas","3","464.74999999999994"
"PR","guaraniacu","5","463.62"
"ES","agua doce do norte","4","463.5200000000001"
"MG","monte verde","3","463.45000000000005"
"SC","governador celso ramos","3","463.36"
"RS","vila flores","3","462.5"
"MG","jesuania","5","461.09"
"SC","ibiam","4","460.34"
"MG","itau de minas","5","460.03"
"BA","lagoa real","1","459.92"
"ES","itapemirim","4","459.34"
"RS","sao paulo das missoes","2","459.26"
"SC","mondai","2","458.31"
"RS","arroio grande","3","457.84000000000003"
"PR","japira","3","457.63"
"SP","colombia","5","457.24"
"ES","sooretama","5","456.35"
"PR","carambei","3","456.25"
"SC","lontras","3","455.59000000000003"
"SP","santa lucia","3","454.26"
"PR","alto parana","2","451.84"
"MG","sao pedro da uniao","3","451.64"
"RS","aurea","2","451.5"
"BA","carinhanha","2","451.5"
"SC","balneario arroio do silva","4","450.66999999999996"
"GO","indiara","4","449.47"
"MG","sao joao do paraiso","4","449.43000000000006"
"RS","redentora","3","449.34000000000003"
"RS","sao martinho","1","448.32"
"SP","sud mennucci","5","448.01"
"BA","tanque novo","3","447.39"
"PR","ribeirao do pinhal","5","447.33000000000004"
"MG","cruzilia","4","447.26"
"SC","jacinto machado","4","447.16999999999996"
"MG","manga","3","445.78999999999996"
"RJ","werneck","2","445.60999999999996"
"RJ","rio claro","3","444.48"
"SC","balneario rincao","3","444.3"
"MG","confins","1","444.25"
"MG","cambuquira","5","444.24"
"MG","ibiraci","3","443.47999999999996"
"MG","serra dos aimores","5","443.08000000000004"
"SP","adolfo","5","441.59000000000003"
"MG","piedade dos gerais","3","440.15999999999997"
"BA","antonio cardoso","2","439.92"
"PR","candido de abreu","4","439.91999999999996"
"RJ","santanesia","4","439.58"
"PR","planalto","4","439.03"
"RS","tucunduva","3","437.36"
"ES","fundao","4","437.33"
"MG","sao joao batista do gloria","3","436.83000000000004"
"SP","narandiba","2","436.65999999999997"
"ES","sao roque do canaa","5","436.01"
"SP","quintana","4","435.84999999999997"
"MG","francisco badaro","3","435.81"
"BA","bonito","2","435.25"
"SP","tres fronteiras","5","434.82000000000005"
"MG","itinga","3","434.66999999999996"
"SC","rio do oeste","3","433.84000000000003"
"PR","moreira sales","3","433.47999999999996"
"MG","rio casca","5","433.46999999999997"
"SP","sales","5","433.12"
"RS","erval grande","2","432.74"
"PR","maripa","3","432.73"
"PR","alto piquiri","1","432.5"
"BA","amelia rodrigues","3","430.02"
"RJ","governador portela","4","430.01"
"SP","irape","2","429.29999999999995"
"SP","pongai","4","429.05"
"GO","caiaponia","4","428.96999999999997"
"SC","saudades","4","428.95"
"MG","santa rita de minas","3","428.77000000000004"
"SP","iacanga","6","427.95000000000005"
"SP","itapura","6","426.6"
"SC","aurora","2","425.47"
"MG","sao domingos do prata","4","424.99"
"PR","florai","2","422.95"
"RS","maximiliano de almeida","3","422.55000000000007"
"MG","montalvania","3","422.43"
"MG","madre de deus de minas","3","422.11"
"RS","jari","4","421.21000000000004"
"BA","ibitira","1","421.03"
"PR","santa tereza do oeste","3","420.59"
"GO","vicentinopolis","2","420.55"
"MG","tombos","4","420.1"
"SP","taciba","2","419.6"
"MG","bandeira","3","419.21000000000004"
"GO","nova veneza","4","419"
"SP","valentim gentil","3","418.87"
"RS","mata","1","418.35"
"RS","capela de santana","2","417.53000000000003"
"GO","agua limpa","1","416.8"
"SP","florida paulista","4","416.53"
"ES","mucurici","1","415.66"
"SP","ribeirao do sul","3","415.45"
"SP","embauba","1","414.81"
"SC","ascurra","4","414.25"
"MG","abadia dos dourados","3","413.5"
"MG","virgolandia","2","413.44000000000005"
"GO","campos verdes","1","413.04"
"MG","pingo-d'agua","1","413.02"
"MG","sabinopolis","5","412.4"
"MG","conceicao das pedras","4","412.05"
"MG","chapada do norte","2","411.87"
"PR","tomazina","3","411.31"
"RS","sertao","3","410.35"
"PR","colonia vitoria","5","409.73"
"MG","sao felix de minas","1","409.5"
"SP","jumirim","3","408.24"
"GO","fazenda nova","4","407.77"
"GO","palmeiras de goias","3","407.33000000000004"
"MG","pains","3","406.77"
"BA","serra do ramalho","4","406.71999999999997"
"SP","pindorama","2","405.52"
"PR","pien","4","405.37"
"PR","quitandinha","2","405.09"
"MG","goncalves","3","405.07000000000005"
"SP","indiapora","3","404.14"
"RS","sobradinho","3","403.11"
"GO","ouvidor","1","401.07"
"RS","capao do cipo","3","400.98"
"MG","senador cortes","1","400.66"
"RS","cambara do sul","1","400.64"
"BA","itatim","3","400.46"
"MG","piranga","4","400.39"
"MG","santa margarida","2","400.35"
"MG","guidoval","2","400.11"
"MG","itacarambi","3","399.58000000000004"
"BA","pocoes","2","399.2"
"SP","alvaro de carvalho","2","399"
"ES","conceicao da barra","3","398.59"
"MG","sao goncalo do rio preto","3","397.9"
"BA","utinga","3","396.97"
"SP","palmeira d'oeste","5","396.90999999999997"
"BA","ibipitanga","2","396.71999999999997"
"PR","sao jorge do ivai","1","395.96000000000004"
"SC","guaruja do sul","4","395.63"
"SP","jambeiro","4","395.03999999999996"
"MG","soledade de minas","5","394.78"
"BA","caldas do jorro","1","394.52"
"RS","santa clara do sul","2","394.12"
"PR","angulo","3","394.06"
"BA","morpara","2","393.72999999999996"
"PR","tapejara","2","393.24"
"MG","taquaracu de minas","2","392.66"
"PR","joaquim tavora","3","392.01"
"SP","timburi","3","390.86"
"SP","lavinia","4","390.40999999999997"
"ES","iconha","5","390.13000000000005"
"SP","indiana","3","389.33000000000004"
"SP","macedonia","4","388.43000000000006"
"MG","serra azul de minas","2","388.01"
"BA","itiuba","4","387.5"
"MG","itapeva","5","386.1"
"PR","tibagi","4","386.07000000000005"
"SC","anita garibaldi","5","385.93"
"PR","santa monica","2","384.83000000000004"
"MG","campestre","3","384.32"
"PR","jundiai do sul","3","384.01"
"BA","barra do mendes","3","383.28"
"MG","perdigao","6","383.08"
"MG","tabuleiro","2","382.78"
"MG","sao tomas de aquino","3","382.55999999999995"
"MG","florestal","3","382.46999999999997"
"SP","tejupa","3","382.40000000000003"
"MG","serrania","2","382.17"
"RJ","tocos","2","381.47"
"SC","tres barras","5","380.56"
"SP","barra do turvo","3","380.5"
"MG","volta grande","4","379.96"
"SP","moncoes","2","379.13"
"SP","sao jose da bela vista","3","379.07"
"SC","urubici","3","378.58"
"PR","santa terezinha de itaipu","3","378.11"
"SC","ipumirim","5","377.52"
"BA","ponto novo","1","377"
"RJ","monnerat","2","376.86"
"MG","inimutaba","2","376.39"
"MG","itanhomi","4","375.53000000000003"
"MG","coroaci","2","374.99"
"MG","belo vale","3","374.48"
"SC","tangara","1","373.82"
"PR","santa mariana","4","373.34999999999997"
"RS","sao jose do hortencio","2","373.23"
"SC","monte carlo","3","372.87"
"ES","vargem alta","5","372.35"
"SP","nipoa","2","372.35"
"SC","irani","4","372.32000000000005"
"RS","hulha negra","1","372.06"
"PR","reserva","3","371.55"
"SP","bento de abreu","2","371.48"
"SC","sideropolis","4","371.11"
"MG","carmo da cachoeira","4","370.64"
"RS","nova esperanca do sul","2","368.64"
"SP","iepe","5","368.51"
"SC","ita","3","368.03"
"MG","papagaios","4","367.65999999999997"
"RS","boa vista das missoes","1","367.56"
"BA","sao francisco do conde","3","367.33000000000004"
"MG","abre campo","5","367.28999999999996"
"SP","glicerio","2","366.88"
"MG","vargem grande do rio pardo","1","365.98"
"MG","maria da fe","3","365.65"
"MG","aiuruoca","4","365.03"
"BA","pilao arcado","4","364.68000000000006"
"PR","curiuva","4","364.52"
"MG","cassia","6","364.41"
"BA","serrolandia","2","363.65999999999997"
"BA","cordeiros","1","363.64"
"RS","tupandi","3","361.03999999999996"
"BA","humildes","1","360.81"
"MG","ubaporanga","3","360.71000000000004"
"MG","iguatama","3","360.4"
"RS","palmitinho","5","359.99"
"BA","barra do tarrachil","3","359.94"
"BA","ibicoara","3","359.84000000000003"
"PR","ivate","3","358.34000000000003"
"BA","araci","3","358.24"
"MG","porteirinha","5","358.05"
"SC","anchieta","3","357.53"
"RS","imigrante","3","357.35"
"BA","vereda","2","356.65"
"RS","gaurama","3","356.61"
"PR","santa izabel do oeste","2","356.35"
"SP","ouro verde","3","356.03999999999996"
"GO","pirenopolis","4","355.74"
"SP","pardinho","1","355.06"
"MG","dona euzebia","2","354.94000000000005"
"SP","arapei","2","353.71"
"MG","santana da vargem","4","353.6"
"MG","verissimo","3","353.01"
"MG","ribeirao vermelho","2","352.53"
"PR","renascenca","4","352.23"
"BA","santa ines","3","351.77"
"SC","atalanta","1","351"
"PR","mariluz","2","349.65"
"RS","pantano grande","3","348.93"
"RS","constantina","1","348.77"
"MG","cabeceira grande","3","348.75"
"SP","cruzalia","3","348.25"
"BA","botupora","1","346.51"
"GO","americano do brasil","3","346.29"
"MG","vieiras","1","345.15"
"MG","carneirinho","3","345.03"
"SC","nova itaberaba","2","344.77"
"SP","inubia paulista","3","344.7"
"MG","coluna","3","344.56"
"SC","rancho queimado","2","343.99"
"BA","pedrao","1","343.71"
"SC","tunapolis","1","343.68"
"RS","cacequi","3","342.23"
"MG","itapagipe","5","341.5"
"PR","quatigua","5","341.35"
"RS","caibate","1","340.24"
"GO","mundo novo","2","340.15"
"RS","dona francisca","2","340.15"
"SP","oscar bressane","3","339.93"
"PR","congonhinhas","2","338.86"
"BA","santa teresinha","2","338.1"
"RS","planalto","3","337.81"
"SP","dumont","3","336.91999999999996"
"MG","igaratinga","1","336.38"
"SC","agua doce","1","336.05"
"GO","maurilandia","4","334.51"
"PR","urai","3","334.39"
"MG","antonio prado de minas","3","334.21"
"MG","recreio","3","334.19"
"BA","santaluz","3","333.97"
"MG","divinesia","1","333.51"
"SC","sao jose do cerrito","3","333.34000000000003"
"BA","wanderley","2","333.11"
"SP","arandu","3","332.64"
"MG","sao sebastiao do rio verde","1","332.58"
"ES","rio bananal","4","332.32"
"RS","nova alvorada","3","331.88"
"PR","inacio martins","5","331.28000000000003"
"MG","riacho dos machados","3","331.25"
"SC","maracana","2","331.25"
"BA","ibiraja","2","330.14"
"SC","balneario gaivota","3","329.12"
"SC","major vieira","3","329.03000000000003"
"SP","bernardino de campos","4","328.87"
"RS","arvorezinha","4","328.79"
"MG","setubinha","3","328.77"
"PR","indianopolis","4","328.55"
"PR","saudade do iguacu","4","328.37"
"SP","vista alegre do alto","3","327.66999999999996"
"ES","alto rio novo","2","327.23"
"PR","nova fatima","4","326.79"
"PR","itambaraca","2","326.27"
"BA","presidente tancredo neves","4","325.58"
"BA","nova soure","3","325.42999999999995"
"BA","itamari","3","324.99"
"RS","restinga seca","3","324.33"
"SP","rechan","2","322.37"
"BA","bom jesus da serra","2","322.28999999999996"
"SC","chapadao do lageado","1","321.9"
"ES","jeronimo monteiro","2","321.11"
"RS","ibiaca","2","320.87"
"SP","ocaucu","5","320.77"
"SP","guariroba","2","320.56"
"RS","arroio do tigre","2","319"
"SC","aguas frias","1","318.98"
"PR","porto rico","1","318.92"
"PR","rondon","2","318.86"
"MG","sao joao do oriente","2","318.11"
"MG","delfinopolis","3","318.02"
"SP","canitar","2","317.91999999999996"
"MG","medeiros","2","317.7"
"MG","laranjal","1","316.3"
"SC","sangao","3","316.25"
"PR","janiopolis","3","316.22"
"BA","pau brasil","1","315.92"
"MG","luisburgo","2","314.57"
"MG","cantagalo","2","314.4"
"MG","dom vicoso","2","313.8"
"PR","perola","2","313.31"
"MG","campanario","2","313.28999999999996"
"MG","icarai de minas","2","313.03"
"SC","sao pedro de alcantara","2","312.90999999999997"
"MG","divinolandia de minas","5","312.82"
"PR","borrazopolis","2","312.23"
"GO","doverlandia","2","311.87"
"RS","formigueiro","2","311.27"
"MG","romaria","2","310.46"
"SC","ouro","1","310.25"
"PR","cafeara","2","309.82"
"BA","quixabeira","3","309.42"
"MG","campo do meio","4","309.08"
"MG","carvalhopolis","3","308.84000000000003"
"MG","alterosa","3","308.64"
"MG","bonfim","4","308.54999999999995"
"PR","diamante d'oeste","1","307.69"
"MG","pirauba","3","307.69"
"BA","lencois","1","307.68"
"PR","altamira do parana","2","307.11"
"SC","nova erechim","3","306.78"
"BA","coracao de maria","1","306.06"
"PR","serranopolis do iguacu","2","305.73"
"MG","araponga","2","305.13"
"SP","aguas de sao pedro","2","304.03"
"MG","santa helena de minas","2","303.63"
"BA","sapeacu","2","303.47"
"BA","taboquinhas","1","303.27"
"MG","monte alegre de minas","4","302.90999999999997"
"MG","pouso alto","3","302.81"
"SC","jabora","2","302.78999999999996"
"SC","riqueza","3","302.68"
"PR","santo antonio do caiua","1","302.55"
"SP","sete barras","4","302.52000000000004"
"MG","goiabeira","2","302.27"
"GO","itapaci","3","302.13"
"RS","salto do jacui","4","301.94"
"BA","rio do antonio","2","301.75"
"RS","condor","4","301.47"
"GO","leopoldo de bulhoes","1","300.76"
"RS","boqueirao do leao","2","300.14"
"MG","santana dos montes","2","296.46"
"SP","rosana","4","295.31"
"GO","sao simao","3","294.96"
"PR","itaipulandia","6","294.59999999999997"
"SP","santo antonio do jardim","4","294.35"
"BA","angical","1","293.5"
"SP","santo expedito","1","293.46"
"SP","americo de campos","1","293.36"
"GO","paranaiguara","3","293.35"
"BA","palmeiras","2","292.3"
"PR","itambe","1","292.28"
"SP","campina do monte alegre","2","291.99"
"RJ","anta","3","291.53"
"RJ","engenheiro passos","2","291.24"
"RS","tuparendi","2","291.12"
"BA","rio de contas","3","290.72"
"RS","parai","3","290.6"
"MG","rubim","3","289.48"
"MG","santo antonio do itambe","3","289.46999999999997"
"SC","armazem","2","289.35"
"SP","mendonca","4","289.08"
"SP","ipigua","2","287.65999999999997"
"ES","irupi","2","287.63"
"SP","manduri","3","287.21"
"BA","buritirama","2","286.11"
"MG","merces","4","285.82"
"BA","mucuge","1","285.74"
"MG","caiana","3","285.61"
"RJ","sao jose do turvo","3","285.36"
"GO","alto horizonte","2","285.15"
"PR","guamiranga","1","284.89"
"SP","gastao vidigal","3","283.72"
"MG","piumhi","3","283.52"
"RS","glorinha","2","283.3"
"RS","acegua","2","282.39"
"ES","presidente kennedy","2","282.31"
"RS","monte alverne","1","282.01"
"SC","agronomica","2","281.5"
"MG","santana do manhuacu","3","281.44"
"MG","cocais","1","281.3"
"SP","sarapui","2","280.89"
"RS","minas do leao","1","280.72"
"MG","carmesia","1","280.63"
"SP","santa ernestina","2","280.13"
"SP","trabiju","1","279.91"
"SC","irineopolis","4","279.87"
"SP","potim","2","279.84"
"MG","cristiano otoni","2","279.38"
"SP","pedra bela","2","279.31"
"ES","muniz freire","2","279.13"
"BA","itanhem","1","278.66"
"MG","alto rio doce","4","278.54999999999995"
"MG","chaveslandia","2","277.51"
"PR","salto do itarare","1","276.47"
"MG","resende costa","3","276.09000000000003"
"RS","ametista do sul","2","275.51"
"MG","alto jequitiba","3","275.43"
"MG","santo antonio do grama","2","275.36"
"GO","nazario","2","274.39"
"RS","tavares","1","273.62"
"SC","paulo lopes","2","271.66"
"PR","sao tome","2","271.55"
"MG","pimenta","2","271.26"
"BA","nova vicosa","1","271.01"
"SP","luiziania","3","270.23"
"SC","grao para","3","269.93"
"SP","santa mercedes","2","269.57"
"PR","paraiso do norte","3","269.21000000000004"
"MG","itamogi","2","269.03"
"BA","caldeirao grande","2","268.87"
"SP","espirito santo do turvo","2","268.84000000000003"
"SP","irapua","4","268.14"
"PR","santo antonio do sudoeste","3","268.07"
"BA","quijingue","2","268.06"
"BA","itaguacu da bahia","1","267.89"
"RS","ibiraiaras","2","267.71"
"GO","diorama","2","266.92"
"PR","mercedes","2","266.38"
"BA","sao felix do coribe","1","266.06"
"MG","luizlandia do oeste","2","265.31"
"SP","botelho","1","265.04"
"PR","boa vista da aparecida","4","264.63"
"RS","rodeio bonito","2","264.44"
"RS","vale real","3","264.34"
"BA","itapitanga","3","264.09"
"MG","descoberto","3","264.02"
"GO","padre bernardo","4","263.69"
"SP","cabralia paulista","4","263.31"
"SC","timbe do sul","3","262.91999999999996"
"MG","jampruca","1","262.83"
"SC","meleiro","3","262.78999999999996"
"RS","osvaldo kroeff","1","262.16"
"SC","ibicare","2","262.09000000000003"
"MG","santa cruz de salinas","2","261.72"
"SP","sao jose do barreiro","3","260.89"
"MG","alpercata","2","260.77"
"BA","teolandia","4","260.77"
"RS","sarandi","5","260.38"
"RS","manoel viana","3","260.36"
"MG","frei lagonegro","1","260.34"
"RJ","santo eduardo","2","260.06"
"RS","colorado","3","259.8"
"BA","santana","3","258.77"
"BA","itape","1","258.56"
"SC","turvo","4","258.53000000000003"
"BA","belo campo","3","257.64"
"SP","estrela d'oeste","1","257.45"
"SP","mineiros do tiete","3","257.34"
"BA","urucuca","2","257.27"
"SP","aparecida de sao manuel","2","256.78999999999996"
"GO","corumbaiba","4","256.46999999999997"
"MG","coronel murta","1","255.84"
"MG","sao sebastiao do maranhao","3","255.20999999999998"
"SP","ilha comprida","3","254.85"
"BA","planaltino","1","254.44"
"PR","ipora","2","254.26"
"MG","sao miguel do anta","1","254.09"
"MG","sericita","2","253.62"
"RS","ciriaco","1","252.74"
"RS","nonoai","2","252.67"
"RS","boa vista do burica","1","252.09"
"RS","ararica","2","252"
"SP","guapiara","3","251.95"
"PR","nova laranjeiras","1","251.59"
"MG","prados","3","250.95"
"SC","trombudo central","4","250.85999999999999"
"PR","wenceslau braz","2","250.51"
"PR","cerro azul","4","250.18"
"SP","rubiacea","2","250.15"
"PR","lunardelli","2","250.07999999999998"
"SP","santo antonio da alegria","3","250.03"
"SP","queluz","2","249.89999999999998"
"BA","caraibas","1","249.8"
"MG","cristais","3","249.61"
"PR","lupionopolis","2","248.77"
"SC","passos maia","2","248.1"
"MG","leandro ferreira","2","248.1"
"SP","ribeira","3","248.02999999999997"
"BA","riachao das neves","2","247.76999999999998"
"MG","sao jose do goiabal","2","247.67000000000002"
"GO","aragarcas","3","247.60000000000002"
"BA","conceicao do jacuipe","3","247.07999999999998"
"MG","guaraciaba","2","246.93"
"BA","presidente dutra","3","246.62"
"MG","mamonas","1","246.36"
"RJ","portela","1","246.26"
"SC","antonio carlos","2","245.94"
"MG","imbe de minas","2","245.81"
"RS","ajuricaba","2","245.37"
"MG","alvarenga","2","245.10999999999999"
"PR","bom jesus do sul","1","245.1"
"RJ","ibitioca","1","244.91"
"MG","diogo de vasconcelos","2","244.70999999999998"
"BA","pindobacu","3","243.72"
"MG","jequitai","2","243.3"
"BA","crisopolis","3","242.61"
"RS","progresso","1","242.59"
"SP","mirante do paranapanema","3","242.49"
"SC","quilombo","4","240.79"
"GO","campo alegre de goias","2","240.27"
"BA","sao domingos","3","239.44"
"MG","capetinga","2","239.37"
"SP","coroados","2","239.34"
"MG","bueno brandao","4","238.32999999999998"
"GO","palminopolis","1","237.94"
"RS","santo expedito do sul","1","237.54"
"RS","gramado dos loureiros","1","237.54"
"SP","flora rica","1","237.26"
"RS","roca sales","2","237.16000000000003"
"PR","eneas marques","4","237.14999999999998"
"BA","jaguaquara","2","237.14000000000001"
"SP","arealva","3","236.92000000000002"
"BA","teofilandia","3","236.92"
"RS","tres arroios","3","236.8"
"RJ","laje do muriae","1","235.28"
"PR","nova cantu","2","234.31"
"BA","serra dourada","2","234.2"
"RS","morro redondo","1","233.66"
"PR","tunas do parana","2","233.3"
"MG","rio preto","4","233.2"
"BA","canudos","1","232.89"
"MG","serra bonita","1","232.82"
"SC","santa rosa de lima","3","232.79000000000002"
"MG","divisa alegre","2","232.35000000000002"
"PR","flor da serra do sul","2","232.06"
"RS","novo barreiro","2","232.02999999999997"
"RS","ilopolis","3","231.57999999999998"
"PR","doutor camargo","1","230.63"
"BA","xique-xique","3","230.56"
"SC","campo alegre","2","230.39"
"SC","witmarsum","3","230.35"
"BA","cipo","1","230.12"
"SP","zacarias","2","229.85"
"BA","olindina","2","229.59"
"PR","sao joao do ivai","2","229.56"
"GO","cumari","2","229.51"
"RS","ipe","2","229.22000000000003"
"MG","ressaquinha","1","229.07"
"SP","alambari","3","228.94"
"BA","saubara","1","228.6"
"MG","sao joao da mata","2","228.39"
"GO","cavalcante","2","228.07"
"MG","senador amaral","2","228"
"RS","agua santa","2","227.59"
"PR","alto alegre do iguacu","2","227.25"
"SP","alvares florence","2","227.23"
"MG","morro da garca","1","227.14"
"RS","mato leitao","2","226.59"
"MG","chacara","2","226.28"
"BA","sao jose da vitoria","2","225.76000000000002"
"BA","dario meira","2","225.26"
"SP","floreal","2","225"
"BA","abare","2","224.73"
"BA","monte gordo","1","224.17"
"SP","lourdes","2","223.84"
"MG","pocrane","3","223.12"
"BA","irara","2","222.82"
"RS","david canabarro","2","222.77"
"BA","muritiba","1","222.63"
"PR","paranacity","3","222.60000000000002"
"BA","aramari","2","222.56"
"SP","poloni","3","222.41"
"RS","cerro grande do sul","2","222.36"
"MG","berizal","1","221.98"
"GO","alvorada do norte","3","221.72"
